259,87,258,116,324,114,322,90,نیکشهر
321,119,320,145,250,144,252,123,ایرانشهر
259,171,258,148,320,153,319,178,زاهدان
190,86,193,108,212,108,209,85,20
184,110,186,92,146,95,146,109,کیلومتر
145,120,143,139,180,140,179,122,کیلومتر
187,116,188,137,220,136,218,117,210
219,146,221,168,185,168,186,146,530
182,152,182,170,145,169,149,153,کیلومتر
142,194,142,212,209,216,212,198,Nikshahr
180,218,182,236,209,235,208,219,hah
180,242,182,258,211,259,208,243,dan
260,198,260,214,283,216,284,198,20
257,221,257,238,291,239,290,221,210
254,244,254,261,289,262,289,245,530
290,199,291,216,317,216,315,200,km
291,220,293,240,315,241,318,224,km
292,244,292,263,316,263,315,250,km
149,219,154,235,180,236,178,220,###
155,244,159,261,181,259,178,244,###
