707,11,707,36,749,36,755,8,امام
610,9,611,39,673,35,671,9,شمال
748,59,749,38,815,35,820,63,فرحزاد
731,36,733,63,652,60,658,41,سعادت
611,66,608,39,653,38,650,63,آباد
607,86,607,68,689,66,691,87,Yadegare
743,69,746,89,691,86,692,68,Emam
787,65,788,87,746,86,746,66,Exp.
851,63,854,84,800,87,802,65,North
856,80,857,102,905,104,905,84,خروجی
826,102,827,83,854,86,854,102,اول
820,102,817,87,772,87,773,105,Abad
769,105,767,88,701,88,704,109,Sa'adat
688,108,689,88,607,87,610,109,Farahzad
370,15,370,44,313,43,319,17,یادگار
314,18,312,45,274,48,276,17,امام
241,20,241,50,181,45,182,24,جنوب
370,48,280,49,286,72,372,70,مرزداران
395,94,396,110,441,108,440,94,خروجی
364,93,363,114,396,110,392,95,دوم
346,90,346,72,396,74,396,90,South
298,88,300,72,332,77,331,94,Exp.
244,73,245,92,297,90,295,75,Emam
165,73,167,95,244,92,240,72,Yadegare
163,111,162,94,250,93,251,113,Marzdaran
295,110,292,90,252,92,253,112,Blvd.
815,9,817,33,751,37,762,8,یادگار
