2409,263,3016,294,2986,500,2463,569,انواع

1978,202,2402,321,2302,554,1982,439,چای

1378,187,1963,283,1871,489,1409,355,درجه

1214,206,1287,187,1321,351,1268,367,1
309,69,1153,241,1153,439,405,244,سریلانکا

3047,687,3647,756,3616,951,3062,951,انواع

2134,596,3032,687,2986,935,2199,802,قهوه

1016,496,2058,592,2066,779,1069,641,نسکافه

84,401,958,477,1000,691,160,588,کاپوچینو

2203,939,3830,1126,3773,1317,2226,1115,کافی میکس

1096,809,2131,928,2100,1103,1138,966,هات چاکلت

981,813,1069,825,1115,966,1027,958,و

496,733,955,798,985,974,569,905,روغن

19,691,462,722,527,909,76,844,زیتون

