256,79,255,102,295,101,295,78,کسی
232,76,234,100,254,100,254,81,که
193,79,193,102,231,102,231,86,بیش
175,79,178,103,189,102,192,82,از
139,76,140,99,174,100,172,81,همه
115,83,117,101,139,101,137,85,می
79,76,80,99,113,97,114,81,داند
269,104,270,123,294,124,294,107,می
233,103,234,122,268,121,266,104,داند
209,102,212,121,234,121,229,103,که
170,101,168,124,207,125,209,106,چقدر
144,103,143,125,168,124,168,104,کم
119,102,119,123,141,127,142,108,می
83,103,84,126,118,124,115,101,داند
73,109,75,125,86,123,82,106,.
262,128,261,148,293,146,293,132,توماس
221,126,221,147,260,148,260,129,جفرسون
