406,19,407,55,484,55,481,17,روحش
355,10,360,57,406,52,402,12,شاد
390,306,391,338,449,341,447,305,تسلیت
342,301,342,336,388,341,389,306,قطره
292,299,292,338,342,339,339,304,ایست
269,308,265,338,291,337,289,310,در
220,305,219,339,263,342,263,312,برابر
191,306,194,341,218,340,217,302,غم
154,302,154,339,192,337,189,308,دریا
112,301,111,335,147,339,152,306,گونه
88,308,90,338,113,339,108,313,ی
45,302,47,329,87,333,86,309,شما
365,362,365,397,390,395,387,363,از
297,359,298,396,362,398,364,363,خداوند
243,361,243,402,297,401,295,366,صبری
192,364,193,400,241,400,241,364,عظیم
148,363,150,400,192,400,189,361,برای
111,359,114,390,150,391,148,364,شما
363,422,363,454,382,453,380,428,و
292,420,292,451,360,455,361,417,خانواده
207,418,207,454,290,457,290,418,محترمتان
117,421,118,455,205,455,204,417,خواستارم
