575,261,576,290,535,289,540,258,بهار
474,257,473,292,534,289,539,261,میتواند
450,285,474,286,474,257,447,256,نام
426,265,424,288,447,285,447,263,تو
373,258,377,285,423,287,427,264,باشد
541,331,577,329,577,305,544,303,وقتی
504,306,503,329,538,324,539,307,که
483,307,485,334,503,330,503,309,در
414,309,414,331,482,324,479,309,همهمه
377,310,373,331,414,330,412,310,سبز
349,301,351,339,374,331,377,310,دلم
507,365,577,368,576,345,505,345,دوستت
422,369,507,365,503,341,419,341,دارمهایت
335,365,419,365,415,341,345,341,شکوفه
283,343,281,364,336,367,341,347,میزنند
