655,392,650,521,273,544,282,408,شرفنامه
614,542,566,660,655,682,683,553,تاریخ
610,540,574,674,468,680,499,560,مفصل
537,539,464,661,237,673,253,572,کردستان
429,722,419,770,482,776,493,730,تالیف
356,794,346,856,290,858,296,802,بدلیبی
490,790,458,858,344,862,356,798,شمس الدین
495,812,486,860,450,860,455,831,بن
622,796,609,859,485,862,495,818,شرف خان
424,905,420,947,498,951,502,906,به اهتمام
594,974,592,1026,514,1033,524,981,ولادیمیر
410,973,403,1013,318,1020,320,979,زرنوف
521,976,516,1027,402,1029,413,969,ولییامینوف
