1255,424,1213,581,1087,560,1158,421,آسانسور
1101,497,1081,497,1069,556,1094,551,و
979,389,937,582,768,564,802,375,آذرخش
1093,424,1089,615,1029,554,1056,416,پله
982,398,1065,403,1042,601,939,584,برقی
1259,633,1256,713,1190,692,1215,630,پروانه
1162,626,1141,702,1190,690,1217,626,طراحی
1158,623,1084,614,1079,684,1148,686,ومنتاژ
1063,617,1056,686,1077,683,1082,623,از
999,617,980,690,1058,680,1063,617,وزارت
930,624,914,681,982,676,997,617,صتعت
842,624,826,683,907,683,913,628,معدن
745,592,720,677,826,683,842,605,وتجارت
