522,474,531,251,663,284,657,493,تاریخ
333,417,360,257,524,263,518,436,طبری
526,556,678,545,663,676,463,659,تاریخ الرسل
339,659,400,510,499,512,476,623,الملوک
467,731,484,670,560,676,541,735,تالیف
442,747,598,739,570,817,440,811,محمد بن جریر طبری
457,949,470,821,587,834,552,918,جلد ششم
493,1019,482,964,550,968,537,1030,ترجمه
429,1044,608,1023,596,1126,442,1133,ابوالقاسم پاینده
604,177,766,229,754,261,606,213,مجموعه تاریخ ایران
74,1181,354,1128,347,1219,61,1257,انتشارات بنیاد فرهنگ ایران
185,1248,253,1236,286,1272,192,1278,1480
