870,22,834,123,728,146,820,23,شکر
511,169,620,24,804,37,720,165,شکن
492,57,453,155,518,169,590,54,شوند
442,91,399,151,454,162,476,96,همه
314,88,231,171,389,181,443,77,طوطیان
110,80,82,156,249,144,315,85,هند
691,374,814,254,863,250,816,384,زین
813,247,690,378,577,340,616,240,قند
591,277,590,384,460,382,484,293,پارسی
561,228,456,343,430,340,485,239,که
440,299,434,379,403,379,403,318,به
446,235,386,381,301,329,360,249,بنگاله
339,257,293,371,92,365,121,259,میرود
113,377,108,413,150,413,147,382,حافظ
