562,17,562,34,585,17,585,34,52
519,65,519,95,570,65,570,95,جلسات
462,65,462,95,509,65,509,95,تقویت
402,65,402,95,452,65,452,95,جایگاه
352,65,352,95,392,65,392,95,هیات
311,65,311,95,342,65,342,95,های
262,65,262,95,301,65,301,95,استان
233,65,233,95,252,65,252,95,در
139,65,139,95,223,65,223,95,فدراسیون‌ها
118,65,118,95,129,65,129,95,و
45,65,45,95,101,65,101,95,همچنین
520,100,520,130,575,100,575,130,دریافت
451,100,451,130,515,100,515,130,تجهیزات
435,100,435,130,446,100,446,130,و
348,100,348,130,430,100,430,130,حمایت‌های
312,100,312,130,343,100,343,130,مالی
274,100,274,130,307,100,307,130,برای
229,100,229,130,269,100,269,130,هیات
193,100,193,130,224,100,224,130,های
143,100,143,130,188,100,188,130,استانی
108,100,108,130,138,100,138,130,بود.
546,135,546,165,571,135,571,165,این
490,135,490,165,537,135,537,165,مسئول
437,135,437,165,481,135,481,165,افزود:
409,135,409,165,428,135,428,165,در
375,135,375,165,400,135,400,165,این
310,135,310,165,366,135,366,165,دیدارها
217,135,217,165,301,135,301,165,فدراسیون‌ها
188,135,188,165,208,135,208,165,پی
166,135,166,165,179,135,179,165,به
94,135,94,165,157,135,157,165,هماهنگی
45,135,45,165,85,135,85,165,هیات
558,170,558,200,574,170,574,200,ها
541,170,541,200,552,170,552,200,و
499,170,499,200,535,170,535,200,اداره
467,170,467,200,493,170,493,200,کل
413,170,413,200,461,170,461,200,ورزش
396,170,396,200,407,170,407,200,و
338,170,338,200,390,170,390,200,جوانان
293,170,293,200,332,170,332,200,استان
249,170,249,200,287,170,287,200,بردند
232,170,232,200,243,170,243,200,و
170,170,170,200,226,170,226,200,فهمیدند
143,170,143,200,164,170,164,200,که
123,170,123,200,137,170,137,200,ما
79,170,79,200,117,170,117,200,دنبال
45,170,45,200,77,170,77,200,رفع
514,205,514,235,575,205,575,235,مشکلات
469,205,469,235,509,205,509,235,هیات
448,205,448,235,464,205,464,235,ها
397,205,397,235,443,205,443,235,هستیم.
547,260,547,290,575,260,575,290,21
518,260,518,290,542,260,542,290,دی
485,260,485,290,513,260,513,290,ماه،
453,260,453,290,480,260,480,290,روز
411,260,411,290,448,260,448,290,بدون
371,260,371,290,406,260,406,290,فوتی
