735,125,733,137,767,134,769,119,شهید
677,129,678,146,733,140,733,125,حیدرخانی
768,154,768,135,730,141,731,154,فرجام
678,160,678,169,712,167,711,158,Heydar
712,155,714,168,741,164,741,156,Khani
758,164,757,154,741,155,742,164,St.
678,180,677,170,712,169,712,180,
714,178,713,168,725,167,727,177,
752,191,754,205,704,206,709,191,دانشگاه
768,206,768,222,744,224,744,208,علم
734,208,733,223,742,222,743,212,و
693,209,696,222,732,221,733,208,صنعت
698,225,698,235,720,236,717,225,Iran
718,223,722,236,746,235,746,226,Univ.
747,234,747,224,763,224,763,234,Of
677,236,677,247,717,246,716,239,Science
718,246,717,236,725,236,726,246,&
785,233,786,248,728,246,727,236,Technology
980,86,988,103,1024,90,1018,74,7129
858,168,859,184,892,174,896,161,###
984,213,988,232,1023,226,1022,213,لوریان
485,337,487,365,620,370,622,344,SUZUKI
635,358,635,370,670,370,669,362,VITARA
394,348,394,361,435,361,435,351,SUZUKI
923,220,924,232,961,231,957,217,###
116,306,116,314,121,315,123,304,3
122,318,124,305,130,306,128,316,ن
130,316,132,305,147,308,148,317,263
