775,481,775,542,907,546,901,490,میدان
664,481,668,534,769,540,766,479,میوه
615,479,615,533,656,533,651,479,و
604,478,603,534,524,534,530,479,تره
522,470,527,519,457,528,467,470,بار
478,539,482,580,562,578,562,545,Fruit
566,543,566,578,595,577,589,545,&
594,543,597,578,750,583,746,551,vegetable
884,552,892,594,752,583,747,548,wholsale
481,587,486,635,607,635,604,595,Central
721,600,723,639,610,633,607,594,Market
906,664,906,712,804,709,808,659,بنیاد
791,664,790,718,718,715,715,659,بتن
700,656,703,706,574,709,574,658,جنوب
572,647,571,705,455,706,458,644,شرق
476,714,479,752,598,752,595,718,Jonoub
598,714,606,761,708,758,706,720,Shargh
711,717,712,761,819,758,820,731,Bonyad
826,721,828,759,907,761,903,734,beton
38,618,38,661,139,662,126,616,پادگان
94,702,102,664,167,662,167,700,شهید
3,662,2,708,93,703,97,667,صدوقی
67,721,68,752,2,755,0,724,Shahid
68,717,70,753,164,754,165,723,Sadooqi
27,778,29,755,128,757,125,782,Garrison
16,593,16,615,1,615,1,594,z
