252,65,247,85,275,83,275,68,دلبر
223,68,221,84,246,84,249,67,جان
305,112,299,129,324,126,324,114,بهار
276,111,274,124,297,124,298,115,همه
260,110,260,127,271,126,271,113,با
212,113,212,128,255,128,258,110,فروردین
170,109,170,110,168,126,207,129,می آید
263,155,261,174,285,174,284,158,بهار
243,157,240,174,260,172,260,160,من
227,155,228,170,239,171,237,158,با
212,156,212,172,226,171,225,156,تو
288,200,323,201,321,218,288,214,عیدت
252,199,284,200,284,216,250,216,مبارک
230,199,230,218,247,216,248,198,گل
198,203,195,219,226,218,228,201,زیبای
175,202,172,217,192,215,192,204,من
