457,20,456,64,491,67,491,26,به
397,8,400,67,448,68,448,8,این
345,7,346,57,394,56,387,21,دنیا
260,12,259,62,333,59,338,9,انرژی
175,19,178,64,253,63,249,21,خوب
127,23,129,59,170,61,169,27,بده
481,108,478,64,447,72,447,113,از
442,114,436,63,395,68,391,112,راه
317,66,312,127,389,118,381,62,هایی
257,73,256,129,307,117,305,80,که
135,65,135,131,251,115,247,73,تصورش
444,137,445,174,483,171,481,142,رو
391,135,393,173,441,167,438,136,هم
290,133,289,188,383,163,384,132,نمیکنی
448,239,489,219,479,187,448,196,به
360,187,363,221,441,219,438,194,سمت
353,187,352,221,267,224,265,195,خودت
259,195,255,227,137,223,141,191,برمیگرده
