img_11132.jpg,98
img_11133.jpg,بذرکاری
img_11134.jpg,و
img_11135.jpg,بذرپاشی
img_11136.jpg,انجام
img_11137.jpg,شده
img_11138.jpg,است.
img_11139.jpg,سعیدی
img_11140.jpg,با
img_11141.jpg,اشاره
img_11142.jpg,به
img_11143.jpg,وقوع
img_11144.jpg,52
img_11145.jpg,مورد
img_11146.jpg,حوادث
img_11147.jpg,غیرمترقبه
img_11148.jpg,در
img_11149.jpg,9
img_11150.jpg,ماهه
img_11151.jpg,امسال
img_11152.jpg,بیان
img_11153.jpg,کرد:
img_11154.jpg,سیل،
img_11155.jpg,طوفان،
img_11156.jpg,تگرک،
img_11157.jpg,صاعقه،
img_11158.jpg,برف
img_11159.jpg,و
img_11160.jpg,کولاک
img_11161.jpg,و
img_11162.jpg,سرمازدگی
img_11163.jpg,بیشترین
img_11164.jpg,حوادث
img_11165.jpg,امسال
img_11166.jpg,در
img_11167.jpg,استان
img_11168.jpg,بوده‌اند
img_11169.jpg,به
img_11170.jpg,گونه‌ای
img_11171.jpg,که
img_11172.jpg,23
img_11173.jpg,مورد
img_11174.jpg,سیل،
img_11175.jpg,16
img_11176.jpg,مورد
img_11177.jpg,طوفان،
img_11178.jpg,هفت
img_11179.jpg,مورد
img_11180.jpg,تگرک،
img_11181.jpg,دو
img_11182.jpg,مورد
img_11183.jpg,صاعقه
img_11184.jpg,و
img_11185.jpg,چهار
img_11186.jpg,مورد
img_11187.jpg,سرمازدگی(تا
img_11188.jpg,پایان
img_11189.jpg,آذرماه)
img_11190.jpg,در
img_11191.jpg,استان
img_11192.jpg,داشته‌ایم
img_11193.jpg,که
img_11194.jpg,جمع
img_11195.jpg,برآورد
img_11196.jpg,خسارات
img_11197.jpg,این
img_11198.jpg,حوادث
img_11199.jpg,1880
img_11200.jpg,میلیارد
img_11201.jpg,تومان
img_11202.jpg,بوده
img_11203.jpg,است.
img_11204.jpg,مدیرکل
img_11205.jpg,مدیریت
img_11206.jpg,بحران
img_11207.jpg,استان
img_11208.jpg,کرمان
img_11209.jpg,از
img_11210.jpg,تبعات
img_11211.jpg,سیل
img_11212.jpg,در
img_11213.jpg,9
img_11214.jpg,ماهه
img_11215.jpg,گذشته
img_11216.jpg,سال‌جاری
img_11217.jpg,سخن
img_11218.jpg,به
img_11219.jpg,میان
img_11220.jpg,آورد
img_11221.jpg,و
img_11222.jpg,اظهار
img_11223.jpg,کرد:
img_11224.jpg,سیل‌های
img_11225.jpg,امسال
img_11226.jpg,راه
img_11227.jpg,ارتباطی
img_11228.jpg,233
img_11229.jpg,روستایی
img_11230.jpg,را
img_11231.jpg,قطع
img_11232.jpg,کرد
img_11233.jpg,و
img_11234.jpg,همچنین
img_11235.jpg,سبب
img_11236.jpg,تخلیه
img_11237.jpg,دو
img_11238.jpg,روستا
img_11239.jpg,شد
img_11240.jpg,و
img_11241.jpg,25
img_11242.jpg,مورد
img_11243.jpg,آبگرفتگی
img_11244.jpg,منازل
img_11245.jpg,روستایی
img_11246.jpg,نیز
img_11247.jpg,داشته‌ایم
img_11248.jpg,و
img_11249.jpg,برق
img_11250.jpg,233
img_11251.jpg,روستا،
img_11252.jpg,آب
img_11253.jpg,173
img_11254.jpg,روستا
img_11255.jpg,و
img_11256.jpg,10
img_11257.jpg,مورد
img_11258.jpg,قطعی
img_11259.jpg,مخابرات
img_11260.jpg,اتفاق
img_11261.jpg,افتاده
img_11262.jpg,است.
