189,49,188,72,116,76,114,51,شریعتی
188,78,188,96,137,99,136,81,شهید
131,79,131,100,66,103,66,80,مدرس
358,44,359,68,297,71,299,48,جنوب
379,43,378,66,482,65,483,39,شهید صیاد
485,69,486,92,419,93,416,71,سبلان
357,98,358,114,297,116,295,99,Sayyad
391,95,392,114,360,115,360,98,Exp
405,96,406,114,458,113,457,97,South
479,109,480,130,510,131,508,110,دوم
557,109,558,131,513,131,512,109,خروجی
608,38,610,60,668,58,668,38,شمال
684,35,686,60,736,60,736,38,صیاد
794,35,797,59,740,62,738,36,شهید
796,61,800,88,696,90,693,65,بنی هاشم
614,110,615,130,653,129,652,110,Bani
720,108,726,127,656,128,654,110,Hashem
746,108,749,123,729,125,725,106,St
609,90,610,108,674,107,674,91,Sayyad
677,90,678,106,712,108,712,93,Exp
777,89,777,109,722,105,721,91,North
294,117,362,119,362,133,295,136,Sabalan
390,118,390,135,367,134,366,118,Sq
64,105,63,121,132,123,130,105,Shariati
62,124,139,124,139,139,66,141,Modarres
141,120,143,138,172,140,172,125,Exp
150,104,153,120,134,119,135,104,St
828,105,831,126,799,128,796,104,اول
874,104,880,125,832,128,831,105,خروجی
