563,17,563,34,585,17,585,34,24
539,65,539,95,566,65,566,95,همه
455,65,455,95,525,65,525,95,حوزه‌های
380,65,380,95,441,65,441,95,اقتصادی
355,65,355,95,366,65,366,95,و
281,65,281,95,341,65,341,95,اجتماعی
248,65,248,95,267,65,267,95,در
180,65,180,95,234,65,234,95,اولویت
94,65,94,95,166,65,166,95,دادگستری
45,65,45,95,75,65,75,95,قرار
538,100,538,130,575,100,575,130,دارد.
558,135,558,165,571,135,571,165,به
497,135,497,165,549,135,549,165,گزارش
451,135,451,165,488,135,488,165,گروه
387,135,387,165,442,135,442,165,دریافت
337,135,337,165,378,135,378,165,ایسنا،
281,135,281,165,328,135,328,165,عتباتی
228,135,228,165,272,135,272,165,افزود:
186,135,186,165,219,135,219,165,برای
163,135,163,165,177,135,177,165,ما
127,135,127,165,154,135,154,165,خط
73,135,73,165,118,135,118,165,قرمزی
45,135,45,165,64,135,64,165,در
522,170,522,200,568,170,568,200,مبارزه
499,170,499,200,510,170,510,200,با
456,170,456,200,487,170,487,200,فساد
401,170,401,200,444,170,444,200,وجود
350,170,350,200,389,170,389,200,ندارد
327,170,327,200,338,170,338,200,و
296,170,296,200,315,170,315,200,در
230,170,230,200,284,170,284,200,برخورد
207,170,207,200,218,170,218,200,با
142,170,142,200,195,170,195,200,مجرمان
119,170,119,200,130,170,130,200,و
45,170,45,200,98,170,98,200,متخلفان
493,205,493,235,575,205,575,235,کوچکترین
429,205,429,235,488,205,488,235,کوتاهی
413,205,413,235,424,205,424,235,و
351,205,351,235,408,205,408,235,مماشات
330,205,330,235,346,205,346,235,را
267,205,267,235,325,205,325,235,نخواهیم
216,205,216,235,262,205,262,235,داشت.
545,260,545,290,575,260,575,290,15
507,260,507,290,540,260,540,290,هزار
483,260,483,290,502,260,502,290,تن
452,260,452,290,478,260,478,290,کالا
410,260,410,290,447,260,447,290,بدون
372,260,372,290,405,260,405,290,دلیل
330,260,330,290,367,260,367,290,موجه
306,260,306,290,325,260,325,290,در
257,260,257,290,301,260,301,290,گمرک
213,260,213,290,252,260,252,290,استان
159,260,159,290,208,260,208,290,مرکزی
131,260,131,290,154,260,154,290,دپو
