936,292,935,466,1198,449,1172,239,شرکت
931,289,932,474,645,479,668,353,بازرگانی
661,332,636,476,317,490,345,391,طاووس
335,374,311,492,147,497,178,413,طلایی
153,500,133,562,332,555,343,495,PEACOCK
374,495,354,555,559,559,577,487,GOLDIN
598,484,589,552,811,552,830,478,TRADI
846,481,841,551,949,551,947,488,###
995,546,1119,553,1145,462,1002,470,CO
1044,649,1042,682,969,683,979,646,السلام
973,643,969,684,917,670,922,648,علیک
917,651,915,676,901,674,906,647,یا
902,643,900,678,817,670,826,642,ابوالفضل
819,643,817,668,757,670,761,646,العباس
956,816,953,850,902,843,910,813,بسم
908,798,904,836,862,831,868,791,الله
864,796,863,833,785,829,793,792,الرحمن
791,785,787,823,720,827,729,791,الرحیم
597,691,587,745,464,735,481,686,صادرات
463,683,445,745,354,710,368,676,واردات
349,675,336,726,259,715,273,671,ترخیص
276,663,258,709,220,699,234,663,کالا
251,768,239,812,303,815,301,777,۶۶۹
224,763,214,802,195,797,205,761,۴
10,593,4,630,36,631,41,598,615
