1288,185,1299,239,1174,258,1170,198,روزانه
982,386,1006,450,877,502,847,439,روزانه
1510,258,1489,392,1445,383,1458,261,روزانه
383,375,362,437,493,513,534,439,روزانه
174,198,250,336,187,375,131,224,روزانه
1301,803,1202,778,1202,823,1284,834,ORIGINAL
655,784,640,810,707,888,732,859,PRIGINAL
675,146,663,173,729,201,742,180,روزانه
438,28,482,21,516,135,468,137,روزانه
409,260,425,257,435,279,412,286,8
798,331,814,328,824,350,801,357,8
83,350,104,343,151,466,127,470,###
344,279,336,298,442,351,464,331,###
